Product ID,Product Name,Category,Base Price,Base Units Sold,Elasticity,Base Revenue,Market Share (%),Brand Loyalty
1868,Close Up Toothpaste,Personal Care,198.02,433,-1.58,85742.66,5.77,0.81
1869,Dove Soap,Laundry,124.46,566,-1.41,70444.36,15.51,0.61
1870,Clinic Plus Shampoo,Laundry,364.22,233,-1.12,84863.26,8.84,0.78
1871,Fair & Lovely,Laundry,370.26,290,-1.38,107375.4,23.29,0.87
1872,Surf Excel,Cleaning,100.18,926,-1.17,92766.68,10.49,0.84
1873,Vim Bar,Beauty,186.7,581,-1.11,108472.7,24.6,0.87
1874,Rin Detergent,Laundry,338.68,271,-1.25,91782.28,10.71,0.83
1875,Dove Soap,Beverage,124.12,617,-1.17,76582.04,7.92,0.71
1876,Fair & Lovely,Laundry,193.02,513,-1.34,99019.26,7.61,0.92
1877,Wheel Detergent,Oral Care,293.7,307,-1.07,90165.9,7.39,0.84
1878,Surf Excel,Beauty,158.22,606,-1.24,95881.32,11.43,0.86
1879,Brooke Bond Tea,Laundry,283.53,271,-0.79,76836.63,25.99,0.61
1880,Brooke Bond Tea,Laundry,104.07,1003,-1.36,104382.21,24.31,0.84
1881,Clinic Plus Shampoo,Laundry,199.82,478,-1.2,95513.96,16.41,0.82
1882,Hamam Soap,Cleaning,339.89,298,-1.1,101287.22,15.26,0.88
1883,Pepsodent,Personal Care,107.43,866,-1.47,93034.38,25.66,0.74
1884,Axe Body Spray,Laundry,326.32,267,-1.51,87127.44,21.06,0.72
1885,TRESemmé Conditioner,Oral Care,113.34,705,-1.16,79904.7,24.86,0.64
1886,Pond's Cream,Beauty,344.94,270,-1.5,93133.8,29.33,0.72
1887,Sunsilk Shampoo,Personal Care,392.3,186,-1.59,72967.8,6.02,0.69
1888,Lifebuoy Handwash,Cleaning,58.29,1543,-0.94,89941.47,5.78,0.85
1889,Rin Detergent,Oral Care,350.67,201,-0.91,70484.67,8.18,0.65
1890,Clinic Plus Shampoo,Oral Care,171.1,467,-0.98,79903.7,10.86,0.72
1891,TRESemmé Conditioner,Beverage,202.65,471,-1,95448.15,20.79,0.79
1892,Hamam Soap,Laundry,146.68,618,-1.27,90648.24,19.27,0.76
1893,Vim Bar,Cleaning,185.52,499,-1.12,92574.48,23.32,0.75
1894,Clinic Plus Shampoo,Beverage,114.98,843,-0.9,96928.14,19.63,0.81
1895,Fair & Lovely,Beauty,160.5,541,-1.47,86830.5,12.84,0.77
1896,Lakme Lipstick,Laundry,60.1,1698,-1.29,102049.8,21.52,0.84
1897,Axe Body Spray,Beauty,381.23,240,-0.98,91495.2,6.3,0.86
1898,Clinic Plus Shampoo,Laundry,390.91,258,-1.48,100854.78,27.63,0.79
1899,Lifebuoy Handwash,Beauty,51.55,1508,-1.15,77737.4,16.02,0.67
1900,TRESemmé Conditioner,Personal Care,395.54,199,-1.43,78712.46,6.19,0.74
1901,Sunsilk Shampoo,Oral Care,324.45,275,-0.76,89223.75,9.96,0.81
1902,Lifebuoy Handwash,Beauty,312.76,277,-1.41,86634.52,12.63,0.77
1903,Pears Face Wash,Cleaning,390.02,245,-1.11,95554.9,15.21,0.83
1904,Close Up Toothpaste,Cleaning,112.03,697,-1.48,78084.91,18.25,0.66
1905,Axe Body Spray,Personal Care,130.2,680,-1.76,88536,7.95,0.82
1906,Glow & Lovely,Beauty,20.09,4088,-1.22,82127.92,28.34,0.64
1907,Brooke Bond Tea,Laundry,349.59,242,-1.13,84600.78,24.46,0.68
1908,Hamam Soap,Beauty,161.97,553,-1.38,89569.41,6.59,0.84
1909,Glow & Lovely,Beverage,170.57,653,-1.13,111382.21,18.47,0.94
1910,Fair & Lovely,Laundry,287.34,330,-1.27,94822.2,14.35,0.83
1911,Hamam Soap,Personal Care,381.36,180,-1.55,68644.8,12.59,0.61
1912,Lux Body Wash,Beauty,115.86,856,-1.29,99176.16,25.6,0.79
1913,Surf Excel,Laundry,59.2,1962,-1.09,116150.4,24.88,0.93
1914,TRESemmé Conditioner,Laundry,166.28,554,-1.37,92119.12,24.58,0.74
1915,Pond's Cream,Personal Care,385.86,192,-1.97,74085.12,15.52,0.64
1916,Hamam Soap,Beverage,158.01,479,-1.07,75686.79,22.14,0.62
1917,Surf Excel,Laundry,185.76,452,-1.21,83963.52,25.4,0.67
1918,Hamam Soap,Oral Care,133.41,690,-0.82,92052.9,12.2,0.82
1919,Lakme Lipstick,Personal Care,109.68,831,-1.59,91144.08,6.01,0.86
1920,Glow & Lovely,Personal Care,375.73,237,-1.62,89048.01,14.12,0.78
1921,Rin Detergent,Laundry,351.89,238,-1.3,83749.82,13.38,0.74
1922,Brooke Bond Tea,Laundry,140.34,672,-1.45,94308.48,12.24,0.84
1923,Surf Excel,Cleaning,239.34,284,-1.17,67972.56,9.78,0.62
1924,Lifebuoy Handwash,Oral Care,163.36,566,-1.13,92461.76,11.38,0.83
1925,Pears Face Wash,Cleaning,68.27,1023,-1.37,69840.21,12.64,0.62
1926,Rin Detergent,Beauty,309.09,235,-1.47,72636.15,18.95,0.61
1927,Pears Face Wash,Cleaning,164.2,566,-1.53,92937.2,19.07,0.78
1928,Fair & Lovely,Oral Care,298.69,331,-1.31,98866.39,9.81,0.9
1929,Rin Detergent,Oral Care,57.1,1813,-1.51,103522.3,13.75,0.91
1930,Fair & Lovely,Personal Care,67.8,1411,-1.35,95665.8,18.13,0.81
1931,Vim Bar,Oral Care,97.14,977,-1.27,94905.78,24.92,0.76
1932,Surf Excel,Personal Care,228.25,465,-1.46,106136.25,24.82,0.85
1933,Pepsodent,Beauty,259.06,308,-1.75,79790.48,22.75,0.65
1934,Axe Body Spray,Personal Care,274.38,297,-1.68,81490.86,19.77,0.68
1935,Rin Detergent,Personal Care,367.02,307,-1.75,112675.14,28.04,0.88
1936,Clinic Plus Shampoo,Laundry,346.74,258,-0.84,89458.92,29.53,0.69
1937,Surf Excel,Personal Care,253.21,372,-1.39,94194.12,7.14,0.88
1938,Pepsodent,Laundry,28.35,3307,-1.34,93753.45,5.35,0.89
1939,Clinic Plus Shampoo,Laundry,269.71,326,-1.41,87925.46,20.29,0.73
1940,Brooke Bond Tea,Oral Care,61.03,1216,-0.84,74212.48,19.72,0.62
1941,Close Up Toothpaste,Laundry,217.85,465,-1.57,101300.25,17.74,0.86
1942,Lux Body Wash,Oral Care,30.05,3100,-1.38,93155,29.4,0.72
1943,Rin Detergent,Laundry,351.95,245,-1.24,86227.75,19.69,0.72
1944,Rin Detergent,Beauty,26.82,2766,-1.17,74184.12,17.76,0.63
1945,Lux Body Wash,Oral Care,388.39,231,-0.98,89718.09,6.77,0.84
1946,Vim Bar,Laundry,339.75,292,-1.33,99207,21.11,0.82
1947,Glow & Lovely,Oral Care,30.77,3607,-0.92,110987.39,24.71,0.89
1948,Pears Face Wash,Laundry,101.64,660,-1.4,67082.4,10.03,0.61
1949,Pepsodent,Beverage,87.88,946,-1.65,83134.48,15.46,0.72
1950,Dove Soap,Oral Care,122.86,596,-0.86,73224.56,20.13,0.61
1951,Axe Body Spray,Laundry,170.38,520,-1.08,88597.6,26.67,0.7
1952,Lakme Lipstick,Laundry,208.09,382,-1.11,79490.38,22.41,0.65
1953,Hamam Soap,Oral Care,98.31,813,-1.13,79926.03,6.63,0.75
1954,Rin Detergent,Personal Care,363.18,289,-1.48,104959.02,16.61,0.9
1955,Vim Bar,Cleaning,302.86,339,-1.02,102669.54,25.08,0.82
1956,Close Up Toothpaste,Laundry,195.73,557,-1.27,109021.61,17.16,0.93
1957,Hamam Soap,Cleaning,195.8,558,-1.56,109256.4,25.54,0.87
1958,Vim Bar,Cleaning,197.75,589,-1.26,116474.75,23.82,0.94
1959,Glow & Lovely,Cleaning,328.24,217,-1.09,71228.08,16.7,0.61
1960,Close Up Toothpaste,Cleaning,38.72,2759,-1.21,106828.48,18.71,0.9
1961,Clinic Plus Shampoo,Beverage,94.98,838,-1.13,79593.24,12.05,0.71
1962,Sunsilk Shampoo,Beauty,80.24,1188,-1.39,95325.12,8.32,0.88
1963,Clinic Plus Shampoo,Beauty,108.69,825,-1.46,89669.25,17.93,0.76
1964,Rin Detergent,Personal Care,320.15,276,-1.19,88361.4,7.83,0.82
1965,Hamam Soap,Personal Care,79.41,1085,-1.4,86159.85,14.92,0.75
1966,Fair & Lovely,Beauty,167.49,436,-1.09,73025.64,10.67,0.66
1967,Vim Bar,Cleaning,238.69,370,-1.2,88315.3,17.87,0.75
1968,Lifebuoy Handwash,Oral Care,343.96,235,-1.3,80830.6,17.29,0.69
1969,Clinic Plus Shampoo,Beauty,390.7,221,-1.36,86344.7,19.88,0.72
1970,Vim Bar,Laundry,54.06,2137,-1.36,115526.22,22.89,0.94
1971,Surf Excel,Oral Care,319.5,319,-0.87,101920.5,19.74,0.85
1972,Fair & Lovely,Laundry,383.6,258,-1.23,98968.8,28.29,0.77
1973,Rin Detergent,Personal Care,241.67,380,-1.49,91834.6,16.36,0.79
1974,Wheel Detergent,Beauty,164.38,599,-1.72,98463.62,29.52,0.76
1975,Rin Detergent,Beauty,153.1,538,-1.1,82367.8,8.34,0.76
1976,Axe Body Spray,Personal Care,76.95,1158,-1.42,89108.1,11.34,0.8
1977,Lux Body Wash,Beauty,106.66,609,-1.54,64955.94,8.26,0.6
1978,Hamam Soap,Beverage,394.63,195,-1.07,76952.85,8.26,0.71
1979,TRESemmé Conditioner,Beauty,95.65,903,-1.46,86371.95,6.6,0.81
1980,Vim Bar,Oral Care,28.41,3329,-1.42,94576.89,15.35,0.82
1981,Lakme Lipstick,Oral Care,122.62,663,-1.35,81297.06,21.35,0.67
1982,Vim Bar,Laundry,281.86,359,-1.26,101187.74,26.47,0.8
1983,Rin Detergent,Beverage,64.64,1640,-0.93,106009.6,21.84,0.87
1984,Clinic Plus Shampoo,Oral Care,187.79,538,-1.24,101031.02,8.54,0.93
1985,Surf Excel,Personal Care,264.28,356,-1.45,94083.68,28.92,0.73
1986,Pears Face Wash,Oral Care,362.56,238,-1.12,86289.28,25.09,0.69
1987,Clinic Plus Shampoo,Cleaning,398.33,201,-1.67,80064.33,15.92,0.69
1988,Surf Excel,Laundry,25.8,2953,-1.16,76187.4,12.05,0.68
1989,Vim Bar,Beverage,188.57,444,-1.1,83725.08,26.83,0.66
1990,Surf Excel,Laundry,267.04,401,-1.15,107083.04,28.91,0.83
1991,Pears Face Wash,Personal Care,21.15,4182,-1.47,88449.3,28.19,0.69
1992,Sunsilk Shampoo,Cleaning,310.99,239,-1.24,74326.61,17.85,0.63
1993,Vim Bar,Beverage,108,765,-1.02,82620,25.26,0.66
1994,Fair & Lovely,Laundry,376.66,230,-1.42,86631.8,29.45,0.67
1995,Dove Soap,Beverage,397.83,217,-1.15,86329.11,9.25,0.79
1996,Lifebuoy Handwash,Oral Care,137.54,658,-1.46,90501.32,29.31,0.7
1997,Lifebuoy Handwash,Cleaning,78.28,1154,-1.15,90335.12,5.01,0.86
1998,Clinic Plus Shampoo,Beverage,129.41,619,-0.96,80104.79,21.29,0.66
1999,Clinic Plus Shampoo,Beverage,290.79,326,-1.02,94797.54,12.98,0.84
2000,Sunsilk Shampoo,Oral Care,341.55,257,-0.94,87778.35,15.61,0.76
2001,Vim Bar,Beverage,79.57,1116,-1.01,88800.12,18.44,0.75
2002,TRESemmé Conditioner,Personal Care,316.92,320,-1.58,101414.4,20.88,0.84
2003,Pepsodent,Beverage,365.63,198,-0.96,72394.74,18.93,0.61
2004,Pepsodent,Beauty,143.08,578,-1.11,82700.24,27.19,0.65
2005,Vim Bar,Beauty,198.89,547,-1.19,108792.83,19.65,0.91
2006,Glow & Lovely,Laundry,270.48,322,-1.08,87094.56,17.84,0.74
2007,Dove Soap,Beauty,325.16,258,-1.35,83891.28,14.7,0.73
2008,Close Up Toothpaste,Personal Care,177.01,510,-1.64,90275.1,21.99,0.74
2009,TRESemmé Conditioner,Beverage,45.5,2213,-1.08,100691.5,24.3,0.81
2010,Axe Body Spray,Beauty,361.02,292,-1.32,105417.84,27.05,0.83
2011,Sunsilk Shampoo,Oral Care,204.41,495,-1.12,101182.95,27.98,0.79
2012,Clinic Plus Shampoo,Oral Care,124.28,683,-0.92,84883.24,14.69,0.74
2013,Pepsodent,Cleaning,129.01,677,-1.26,87339.77,26.53,0.69
2014,TRESemmé Conditioner,Beverage,85.67,895,-1.1,76674.65,6.54,0.72
2015,Pepsodent,Beauty,122.59,902,-1.44,110576.18,27.13,0.87
2016,Pepsodent,Beauty,198.72,568,-1.7,112872.96,24.07,0.91
2017,Brooke Bond Tea,Personal Care,214.97,487,-1.5,104690.39,26.18,0.83
2018,Pepsodent,Personal Care,364.75,280,-1.5,102130,18.57,0.86
2019,Glow & Lovely,Personal Care,221.26,384,-1.69,84963.84,18.01,0.72
2020,Lifebuoy Handwash,Cleaning,291.38,336,-0.94,97903.68,8.87,0.9
2021,Wheel Detergent,Oral Care,191.59,472,-0.95,90430.48,22.19,0.74
2022,Axe Body Spray,Oral Care,353.45,271,-1.36,95784.95,27.78,0.75
2023,Pears Face Wash,Beverage,397.4,178,-1,70737.2,10.83,0.64
2024,Pepsodent,Beauty,342.4,214,-1.67,73273.6,20.11,0.61
2025,Clinic Plus Shampoo,Cleaning,125.27,805,-1.08,100842.35,12.09,0.9
2026,Lifebuoy Handwash,Cleaning,104.17,675,-1.06,70314.75,15.23,0.61
2027,Close Up Toothpaste,Personal Care,129.89,847,-1.05,110016.83,25.01,0.88
2028,Wheel Detergent,Beverage,249.62,412,-1.18,102843.44,15.63,0.89
2029,Pears Face Wash,Laundry,124.67,655,-1.61,81658.85,18.4,0.69
2030,Pepsodent,Beverage,54.63,1717,-1.35,93799.71,10.34,0.85
2031,Brooke Bond Tea,Beauty,94.84,864,-1.76,81941.76,10.69,0.74
2032,Lifebuoy Handwash,Beauty,190.59,456,-1.16,86909.04,10.09,0.79
2033,Brooke Bond Tea,Beauty,79.19,1331,-1.49,105401.89,15.84,0.91
2034,TRESemmé Conditioner,Personal Care,209.23,449,-1.52,93944.27,18.97,0.79
2035,Dove Soap,Personal Care,288.67,254,-1.5,73322.18,11.31,0.66
2036,Brooke Bond Tea,Beauty,101.39,692,-1.63,70161.88,13.14,0.62
2037,Surf Excel,Beverage,74.6,1348,-1.1,100560.8,18.34,0.85
2038,Axe Body Spray,Laundry,250.36,344,-1.11,86123.84,19.64,0.72
2039,TRESemmé Conditioner,Cleaning,139.95,498,-1.36,69695.1,10.57,0.63
2040,Rin Detergent,Personal Care,270.15,269,-1.76,72670.35,5.3,0.69
2041,Clinic Plus Shampoo,Cleaning,217.2,481,-1.46,104473.2,29.07,0.81
2042,Brooke Bond Tea,Oral Care,237.89,486,-0.61,115614.54,25.71,0.92
2043,Pepsodent,Beauty,142.73,532,-1.06,75932.36,11.57,0.68
2044,Glow & Lovely,Beverage,211.22,361,-0.99,76250.42,23.09,0.62
2045,Close Up Toothpaste,Beauty,326.27,261,-1.21,85156.47,21.6,0.7
2046,Glow & Lovely,Beverage,341.19,280,-1.04,95533.2,22.29,0.78
2047,Close Up Toothpaste,Beauty,355.67,244,-1.56,86783.48,12.83,0.77
2048,Axe Body Spray,Cleaning,167.64,661,-1.16,110810.04,23.11,0.9
2049,TRESemmé Conditioner,Oral Care,173.45,447,-1.27,77532.15,13.9,0.68
2050,Brooke Bond Tea,Cleaning,302.47,265,-1.41,80154.55,16.35,0.69
2051,Brooke Bond Tea,Oral Care,166.63,648,-0.76,107976.24,14.78,0.94
2052,Axe Body Spray,Beverage,179.13,445,-0.69,79712.85,6.35,0.75
2053,Dove Soap,Beverage,216.29,392,-0.95,84785.68,8.74,0.78
2054,Vim Bar,Laundry,94.66,797,-1.37,75444.02,9.34,0.69
2055,Clinic Plus Shampoo,Personal Care,383.98,260,-1.72,99834.8,10.76,0.9
2056,Hamam Soap,Laundry,206.91,359,-1.33,74280.69,21.78,0.61
2057,Glow & Lovely,Beverage,218.8,454,-0.89,99335.2,9.11,0.91
2058,Dove Soap,Laundry,68.33,1183,-1.08,80834.39,9.25,0.74
2059,Pears Face Wash,Beverage,116.79,703,-0.88,82103.37,18.91,0.69
2060,Lakme Lipstick,Personal Care,68.02,1531,-1.52,104138.62,10.77,0.94
2061,Pears Face Wash,Oral Care,313.69,249,-1.19,78108.81,8.58,0.72
2062,Pears Face Wash,Personal Care,270.37,346,-1.34,93548.02,16.79,0.8
2063,Surf Excel,Personal Care,208.41,442,-1.36,92117.22,7.19,0.86
2064,Dove Soap,Laundry,41.96,1904,-1.14,79891.84,22.92,0.65
2065,Brooke Bond Tea,Laundry,186.17,431,-1.42,80239.27,8.42,0.74
2066,Lakme Lipstick,Beauty,201.12,482,-1.4,96939.84,11.46,0.87
2067,Dove Soap,Beauty,202.7,573,-1.46,116147.1,22.17,0.95
2068,Wheel Detergent,Beauty,311.79,211,-1.17,65787.69,8.07,0.61
2069,Axe Body Spray,Beverage,97.17,961,-0.74,93380.37,26.14,0.74
2070,Lifebuoy Handwash,Cleaning,289.54,319,-1.56,92363.26,13.93,0.81
2071,Glow & Lovely,Beverage,239.28,322,-0.8,77048.16,7.1,0.72
2072,Wheel Detergent,Beauty,145.02,569,-1.67,82516.38,11.55,0.74
2073,Sunsilk Shampoo,Cleaning,150.36,605,-1.16,90967.8,23.01,0.74
2074,Hamam Soap,Beverage,35.91,2598,-1,93294.18,19.61,0.78
2075,Wheel Detergent,Oral Care,369.67,200,-1.19,73934,19.34,0.62
2076,TRESemmé Conditioner,Personal Care,352.99,213,-1.38,75186.87,23.31,0.61
2077,Close Up Toothpaste,Personal Care,374.58,257,-1.6,96267.06,15.98,0.83
2078,Lifebuoy Handwash,Personal Care,282.13,295,-1.51,83228.35,8.11,0.77
2079,Vim Bar,Cleaning,101.42,730,-1.28,74036.6,19.36,0.62
2080,Rin Detergent,Beverage,330.5,328,-0.53,108404,20.39,0.9
2081,Wheel Detergent,Beverage,24.85,3903,-0.61,96989.55,15.45,0.84
2082,Pond's Cream,Beverage,153.09,651,-0.83,99661.59,8.35,0.92
2083,Clinic Plus Shampoo,Laundry,275.17,279,-1.43,76772.43,28.12,0.6
2084,Glow & Lovely,Personal Care,101.43,915,-1.8,92808.45,16.07,0.8
2085,Lakme Lipstick,Cleaning,32.99,2696,-1.08,88941.04,25.26,0.71
2086,Pears Face Wash,Beverage,285.28,268,-0.81,76455.04,7.49,0.71
2087,Vim Bar,Beauty,123.54,933,-1.46,115262.82,29.51,0.89
2088,Sunsilk Shampoo,Cleaning,73.22,1158,-1.3,84788.76,19.46,0.71
2089,Wheel Detergent,Laundry,48.54,2187,-1.19,106156.98,14.13,0.93
2090,Axe Body Spray,Cleaning,307.07,318,-1.28,97648.26,20.67,0.81
2091,Clinic Plus Shampoo,Cleaning,262.44,371,-1.21,97365.24,18.84,0.82
2092,Pears Face Wash,Laundry,101.94,724,-1.13,73804.56,17.07,0.63
2093,Vim Bar,Beauty,215.35,480,-1.2,103368,16.09,0.89
2094,Hamam Soap,Beverage,34.52,2986,-0.49,103076.72,25.7,0.82
2095,TRESemmé Conditioner,Personal Care,79.85,1216,-1.51,97097.6,19.84,0.81
2096,Pepsodent,Personal Care,106.42,755,-1.45,80347.1,21.69,0.66
2097,Rin Detergent,Beverage,251.59,354,-1.05,89062.86,7.2,0.83
2098,Hamam Soap,Personal Care,139.08,627,-1.33,87203.16,14.75,0.76
2099,Wheel Detergent,Oral Care,348.16,301,-1.03,104796.16,12.59,0.93
2100,Pond's Cream,Beverage,373.71,220,-0.91,82216.2,19.42,0.69
2101,Clinic Plus Shampoo,Laundry,124.33,753,-1.58,93620.49,5.13,0.89
2102,Pepsodent,Personal Care,142.62,735,-1.35,104825.7,26.29,0.83
2103,Dove Soap,Laundry,251.49,399,-1.76,100344.51,11.61,0.9
2104,Rin Detergent,Beverage,24.43,3930,-0.78,96009.9,21.54,0.79
2105,Lux Body Wash,Personal Care,244.93,419,-1.81,102625.67,19.28,0.86
2106,Wheel Detergent,Cleaning,50.27,1773,-1.17,89128.71,18.86,0.75
2107,Surf Excel,Laundry,144.92,710,-0.96,102893.2,21.09,0.85
2108,Rin Detergent,Beverage,266.5,366,-1.15,97539,18.84,0.82
2109,Close Up Toothpaste,Beauty,24.33,3950,-1.7,96103.5,14.4,0.84
2110,Brooke Bond Tea,Cleaning,97.41,864,-1.19,84162.24,16.91,0.72
2111,Dove Soap,Laundry,132.5,642,-0.85,85065,9.13,0.78
2112,Glow & Lovely,Laundry,185.7,501,-1.16,93035.7,13.51,0.82
2113,Close Up Toothpaste,Beverage,134.44,699,-1.33,93973.56,17.45,0.8
2114,Fair & Lovely,Beauty,159.44,420,-1.28,66964.8,6.31,0.63
2115,Fair & Lovely,Beauty,116.31,583,-1.65,67808.73,7.59,0.63
2116,Dove Soap,Oral Care,351.19,247,-0.92,86743.93,12.64,0.77
2117,Axe Body Spray,Cleaning,216.7,401,-1.67,86896.7,19.11,0.73
2118,Clinic Plus Shampoo,Laundry,289.88,317,-1.38,91891.96,25.83,0.73
2119,Dove Soap,Laundry,192.62,475,-1.11,91494.5,7.69,0.85
2120,Lakme Lipstick,Laundry,100.45,731,-1.06,73428.95,12.91,0.65
2121,Lakme Lipstick,Laundry,390.91,205,-1.22,80136.55,16.4,0.69
2122,Brooke Bond Tea,Beverage,237.1,463,-1.08,109777.3,17.92,0.93
2123,Pepsodent,Beverage,331.26,253,-0.86,83808.78,6.02,0.79
2124,Clinic Plus Shampoo,Laundry,381.23,261,-1.55,99501.03,10.71,0.9
2125,Glow & Lovely,Laundry,103.64,828,-1.12,85813.92,28.06,0.67
2126,Glow & Lovely,Beauty,169.24,537,-1.29,90881.88,16.61,0.78
2127,Axe Body Spray,Oral Care,116.29,709,-1.19,82449.61,5.76,0.78
2128,Pepsodent,Oral Care,216.52,416,-0.79,90072.32,23.52,0.73
2129,Vim Bar,Cleaning,317.99,337,-1.42,107162.63,23.07,0.87
2130,Pears Face Wash,Cleaning,198.54,449,-1.52,89144.46,23.87,0.72
2131,Brooke Bond Tea,Cleaning,145.15,515,-1.54,74752.25,14.98,0.65
2132,Dove Soap,Oral Care,46.99,2008,-0.7,94355.92,22.55,0.77
2133,Pond's Cream,Cleaning,215.02,475,-1.06,102134.5,12.22,0.91
2134,Wheel Detergent,Laundry,320.96,272,-1.58,87301.12,22.9,0.71
2135,Pepsodent,Beauty,71.46,1064,-1.51,76033.44,8.62,0.7
2136,Clinic Plus Shampoo,Personal Care,292.61,376,-1.37,110021.36,18.19,0.93
2137,Surf Excel,Cleaning,225.21,382,-0.81,86030.22,13.15,0.76
2138,Lakme Lipstick,Cleaning,394.68,298,-1.41,117614.64,26.55,0.93
2139,Vim Bar,Laundry,357.87,258,-1.25,92330.46,21.44,0.76
2140,Pepsodent,Beverage,385.47,234,-0.83,90199.98,20.03,0.75
2141,Close Up Toothpaste,Laundry,289.73,357,-1.17,103433.61,11.12,0.93
2142,Sunsilk Shampoo,Cleaning,122.05,847,-0.97,103376.35,18.81,0.87
2143,Vim Bar,Personal Care,271.17,306,-1.78,82978.02,17.03,0.71
2144,Sunsilk Shampoo,Personal Care,95.38,1161,-1.16,110736.18,17.79,0.94
2145,Vim Bar,Cleaning,298.89,282,-1.62,84286.98,13.88,0.74
2146,Rin Detergent,Cleaning,226.79,409,-1.63,92757.11,17.43,0.79
2147,Pond's Cream,Cleaning,71.22,1181,-0.97,84110.82,9.23,0.77
2148,Pond's Cream,Cleaning,172.68,644,-1.08,111205.92,20.95,0.92
2149,Pears Face Wash,Beverage,312.28,302,-0.94,94308.56,29,0.73
2150,Wheel Detergent,Laundry,85.43,906,-1.14,77399.58,12.14,0.69
2151,Hamam Soap,Beverage,122.95,774,-1.04,95163.3,5.8,0.9
2152,Rin Detergent,Laundry,95.95,886,-1.27,85011.7,24.95,0.68
2153,TRESemmé Conditioner,Laundry,233.99,297,-1.39,69495.03,15.73,0.6
2154,Close Up Toothpaste,Beauty,276.93,378,-1.44,104679.54,23.02,0.85
2155,Wheel Detergent,Personal Care,296.82,260,-1.41,77173.2,28.85,0.6
2156,Wheel Detergent,Personal Care,55.45,2001,-1.42,110955.45,29,0.86
2157,Hamam Soap,Personal Care,277.85,370,-1.08,102804.5,28.64,0.8
2158,Pond's Cream,Cleaning,201.01,495,-1.54,99499.95,6.9,0.93
2159,Fair & Lovely,Beverage,210.43,498,-0.83,104794.14,24.8,0.84
2160,Axe Body Spray,Laundry,377.96,189,-1.17,71434.44,15.06,0.62
2161,Pond's Cream,Beverage,28.91,2949,-0.83,85255.59,18.42,0.72
2162,Surf Excel,Laundry,121.22,962,-0.71,116613.64,28.18,0.91
2163,Surf Excel,Personal Care,172.99,603,-1.53,104312.97,14.6,0.91
2164,Wheel Detergent,Personal Care,66.58,1608,-1.16,107060.64,16.35,0.92
2165,Pears Face Wash,Laundry,299.11,257,-1.2,76871.27,5.47,0.73
2166,Glow & Lovely,Oral Care,282.19,312,-1.29,88043.28,22.39,0.72
2167,Lifebuoy Handwash,Laundry,285.48,349,-1.2,99632.52,17.31,0.85
2168,Clinic Plus Shampoo,Laundry,191.1,395,-1.03,75484.5,12.69,0.67
2169,Dove Soap,Personal Care,36.09,2527,-1.29,91199.43,11.21,0.82
2170,Pond's Cream,Cleaning,144.34,515,-1.45,74335.1,9.23,0.68
2171,TRESemmé Conditioner,Personal Care,314.45,240,-1.1,75468,16.34,0.65
2172,Pears Face Wash,Laundry,260.65,358,-1.19,93312.7,6.12,0.88
2173,Axe Body Spray,Beverage,132.65,573,-1.2,76008.45,8.65,0.7
2174,Clinic Plus Shampoo,Beverage,218.32,435,-1.22,94969.2,14.53,0.83
2175,Axe Body Spray,Laundry,293.4,275,-1.28,80685,12.26,0.72
2176,Sunsilk Shampoo,Beauty,50.32,1916,-1.39,96413.12,28.57,0.75
2177,Clinic Plus Shampoo,Cleaning,294.17,270,-1.16,79425.9,26.16,0.63
2178,Close Up Toothpaste,Beverage,331.71,247,-0.71,81932.37,10.54,0.74
2179,Clinic Plus Shampoo,Cleaning,214.57,436,-1.18,93552.52,18.46,0.79
2180,Lakme Lipstick,Beverage,362.85,314,-0.98,113934.9,25.04,0.91
2181,Pond's Cream,Cleaning,378.5,186,-1.06,70401,11.63,0.63
2182,TRESemmé Conditioner,Cleaning,211.96,440,-1.3,93262.4,8.47,0.86
2183,Close Up Toothpaste,Personal Care,115.92,810,-1.76,93895.2,9.12,0.86
2184,Pond's Cream,Beauty,152.95,635,-1.56,97123.25,14.2,0.85
2185,Pears Face Wash,Cleaning,231,341,-1.01,78771,25.13,0.63
2186,Brooke Bond Tea,Beauty,295.65,288,-1.65,85147.2,27.12,0.67
2187,Wheel Detergent,Laundry,254.17,323,-1.32,82096.91,9.56,0.75
2188,Brooke Bond Tea,Oral Care,327.68,318,-1.32,104202.24,24.14,0.84
2189,Dove Soap,Personal Care,187.66,519,-1.39,97395.54,14.66,0.85
2190,Clinic Plus Shampoo,Cleaning,390.89,212,-1.54,82868.68,16.52,0.71
2191,Fair & Lovely,Oral Care,276.12,361,-1.03,99679.32,26.09,0.79
2192,Dove Soap,Oral Care,345.39,211,-0.92,72877.29,13.69,0.64
2193,Glow & Lovely,Cleaning,353.04,203,-1.19,71667.12,6.96,0.67
2194,Hamam Soap,Oral Care,81.81,1344,-1.01,109952.64,22.17,0.9
2195,Pepsodent,Personal Care,217.63,472,-1.62,102721.36,15.48,0.89
2196,Hamam Soap,Laundry,211.96,466,-1.38,98773.36,25.14,0.79
2197,Pears Face Wash,Oral Care,320.71,311,-0.94,99740.81,24.52,0.8
2198,Surf Excel,Cleaning,175.59,583,-1.51,102368.97,12.45,0.91
2199,Glow & Lovely,Beauty,24.51,3460,-1.27,84804.6,19.45,0.71
2200,Surf Excel,Beauty,353.11,291,-1.85,102755.01,11.65,0.92
